transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,hour_sin,hour_cos
4155,826,54.19831276462013,ATM,Grocery,TR,22,0.0920109879002678,0.0108381174854457,0,-0.5000000000000004,0.8660254037844384
4298,847,91.65205846735248,QR,Food,TR,18,0.2663406894669032,0.1302051708422683,0,-1.0,-1.8369701987210297e-16
9139,769,135.33542351011545,POS,Grocery,FR,16,0.0731185041035093,0.0833049940210806,0,-0.8660254037844384,-0.5000000000000004
3983,271,64.96868148807118,POS,Grocery,TR,16,0.0199041298134459,0.2453589853498115,0,-0.8660254037844384,-0.5000000000000004
8777,568,117.16488454620772,POS,Food,DE,10,0.1274318614028286,0.2934155658245432,0,0.49999999999999994,-0.8660254037844387
2140,719,174.589108171203,Online,Clothing,FR,6,0.1654247257739615,0.2109866241018303,0,1.0,6.123233995736766e-17
3084,161,98.82222998896228,ATM,Food,TR,19,0.1993176693246919,0.0508497547015927,0,-0.9659258262890684,0.2588190451025203
7706,557,101.63738237647,POS,Food,TR,15,0.0784123710075319,0.1608796426678706,0,-0.7071067811865471,-0.7071067811865479
7574,421,138.32723758855823,POS,Electronics,FR,8,0.264077776125419,0.1512479524978255,0,0.8660254037844387,-0.49999999999999983
4233,561,118.62598335458355,ATM,Travel,FR,15,0.0186314610537625,0.0569573323660928,0,-0.7071067811865471,-0.7071067811865479
3826,920,109.3592013744292,ATM,Electronics,TR,8,0.059522479110593,0.0296898726672156,0,0.8660254037844387,-0.49999999999999983
8966,430,140.4680036005251,POS,Grocery,US,9,0.011949904997837,0.101848813006711,0,0.7071067811865476,-0.7071067811865475
5329,968,120.11759942271706,POS,Clothing,FR,19,0.0827589511499072,0.2299784060948967,0,-0.9659258262890684,0.2588190451025203
6819,927,50.680696435170574,POS,Travel,TR,12,0.284411500347179,0.2144245321317094,0,1.2246467991473532e-16,-1.0
1711,813,173.9763601759259,ATM,Electronics,TR,9,0.0030567717827391,0.0909519423799498,0,0.7071067811865476,-0.7071067811865475
8484,879,53.2537959280578,POS,Electronics,FR,19,0.2647985061944684,0.0966700613416593,0,-0.9659258262890684,0.2588190451025203
7710,984,26.69304333541793,Online,Electronics,US,17,0.2521844631120222,0.1027052956474182,0,-0.9659258262890683,-0.25881904510252063
4048,798,79.4225525848626,ATM,Food,US,8,0.0131210457693155,0.1470069861467162,0,0.8660254037844387,-0.49999999999999983
4570,566,3.625878623295307,POS,Food,US,20,0.2182522730324213,0.2374910585964388,0,-0.8660254037844386,0.5000000000000001
5474,94,123.1393693264154,Online,Food,UK,12,0.2171114882008637,0.0578347143611967,0,1.2246467991473532e-16,-1.0
4669,656,90.12027156388204,Online,Clothing,US,19,0.1595477600070267,0.2543958333765973,0,-0.9659258262890684,0.2588190451025203
2459,900,49.77455845335883,QR,Electronics,DE,10,0.2638938638428773,0.0652039387707223,0,0.49999999999999994,-0.8660254037844387
8065,822,91.05626975759722,Online,Clothing,FR,16,0.1377325482114759,0.2797528842122726,0,-0.8660254037844384,-0.5000000000000004
2577,71,127.58261342895372,QR,Clothing,UK,15,0.2187607599788224,0.1226037875114424,0,-0.7071067811865471,-0.7071067811865479
3055,29,115.13384467114868,Online,Clothing,US,12,0.227314131694864,0.2435908853140819,0,1.2246467991473532e-16,-1.0
7148,370,159.54442682243848,Online,Electronics,DE,15,0.1882386571796466,0.2722497398464544,0,-0.7071067811865471,-0.7071067811865479
7100,122,5.48290988664732,ATM,Grocery,FR,15,0.045148253512718,0.1057934500591298,0,-0.7071067811865471,-0.7071067811865479
9046,904,139.829715136147,Online,Travel,DE,18,0.0315103721629838,0.1687592612401153,0,-1.0,-1.8369701987210297e-16
6599,550,122.59530988166684,Online,Clothing,US,13,0.0041265598392516,0.1266117979988969,0,-0.2588190451025208,-0.9659258262890683
7821,289,165.54413633443482,Online,Electronics,UK,18,0.0703632827392265,0.2276929700138286,0,-1.0,-1.8369701987210297e-16
4263,81,132.90337877784268,POS,Electronics,FR,10,0.0934022805603959,0.1684848876891333,0,0.49999999999999994,-0.8660254037844387
2421,851,47.642508611002135,POS,Electronics,FR,22,0.1673007578124903,0.0514210841473445,0,-0.5000000000000004,0.8660254037844384
9424,180,101.84526692765073,ATM,Food,DE,23,0.2474308322806208,0.0749473464941399,0,-0.25881904510252157,0.9659258262890681
858,422,107.18823215542923,ATM,Grocery,FR,23,0.1791945499611655,0.0701859538906357,0,-0.25881904510252157,0.9659258262890681
2617,886,91.43583377679064,QR,Grocery,TR,16,0.2389992556121703,0.2610743228284792,0,-0.8660254037844384,-0.5000000000000004
6602,687,138.70897592716133,Online,Electronics,UK,7,0.0643962309298117,0.0729601903415649,0,0.9659258262890683,-0.25881904510252063
7364,864,103.36299797624488,POS,Grocery,DE,14,0.113490895160399,0.2005185477624474,0,-0.4999999999999998,-0.8660254037844388
8924,383,115.47299980017276,ATM,Travel,UK,9,0.2455626135516413,0.0404125824697421,0,0.7071067811865476,-0.7071067811865475
5516,236,108.86896702921398,ATM,Clothing,TR,17,0.0088844358771488,0.0635531888557653,0,-0.9659258262890683,-0.25881904510252063
430,644,101.36278161802896,ATM,Travel,FR,6,0.0256850471893064,0.1665511851119688,0,1.0,6.123233995736766e-17
780,963,124.61197322324276,Online,Travel,FR,10,0.0506555388914112,0.0582846583924827,0,0.49999999999999994,-0.8660254037844387
3134,313,136.82068722680066,ATM,Clothing,FR,6,0.1177676392833821,0.0119404611846893,0,1.0,6.123233995736766e-17
6656,225,96.46399755498938,POS,Grocery,TR,21,0.010938494739082,0.0174155877906823,0,-0.7071067811865477,0.7071067811865474
1619,469,11.670064029302536,POS,Travel,UK,15,0.0102738150373022,0.1449002648173685,0,-0.7071067811865471,-0.7071067811865479
6718,671,76.32103400909968,POS,Grocery,TR,6,0.1315186394436656,0.2124975400646589,0,1.0,6.123233995736766e-17
4444,573,46.347452064676695,QR,Food,UK,19,0.1899341999018619,0.1057544733967601,0,-0.9659258262890684,0.2588190451025203
4224,49,55.52541297557765,ATM,Food,FR,6,0.0819169121683096,0.137748665373718,0,1.0,6.123233995736766e-17
4045,196,169.04032942275046,POS,Food,TR,15,0.0752278552527995,0.2474212583893864,0,-0.7071067811865471,-0.7071067811865479
8807,399,136.97009075116023,Online,Food,UK,21,0.2678971292525244,0.159062770700477,0,-0.7071067811865477,0.7071067811865474
5198,935,91.08125401958635,Online,Travel,UK,20,0.1681825772928388,0.1089065343859067,0,-0.8660254037844386,0.5000000000000001
4094,466,209.80447796484077,QR,Food,DE,19,0.1318268787023069,0.1122927258414708,0,-0.9659258262890684,0.2588190451025203
9468,739,50.13743827714536,POS,Clothing,US,12,0.1116919021400359,0.2071592207282108,0,1.2246467991473532e-16,-1.0
8627,507,101.92427641704636,ATM,Food,DE,7,0.1227364906691551,0.0561032362247993,0,0.9659258262890683,-0.25881904510252063
9637,560,1148.3781142450566,POS,Travel,DE,19,0.9457090365115758,0.8356164711703118,1,-0.9659258262890684,0.2588190451025203
4098,541,123.57642420876196,Online,Clothing,US,7,0.2138955716428217,0.2250940692585907,0,0.9659258262890683,-0.25881904510252063
4554,390,184.844490979032,POS,Food,US,13,0.0228809153001969,0.2030070771088528,0,-0.2588190451025208,-0.9659258262890683
9711,935,952.5479053919956,QR,Travel,UK,20,0.7836105783236501,0.9855213091060347,1,-0.8660254037844386,0.5000000000000001
5481,532,104.4178995578036,Online,Food,FR,6,0.1916519243195703,0.1057119919692751,0,1.0,6.123233995736766e-17
9939,291,2865.421641083602,ATM,Food,TR,13,0.8348428961233149,0.904303826209608,1,-0.2588190451025208,-0.9659258262890683
2670,770,94.99402990193762,QR,Travel,DE,8,0.0669034136327285,0.0503506054497492,0,0.8660254037844387,-0.49999999999999983
6904,310,1.0,POS,Food,DE,14,0.1105089221114371,0.2025404875123998,0,-0.4999999999999998,-0.8660254037844388
5261,594,32.686193838407036,POS,Food,UK,17,0.1457751822549241,0.0666246154530764,0,-0.9659258262890683,-0.25881904510252063
5119,413,78.25866043661317,ATM,Clothing,UK,17,0.2390064359267312,0.1289880462835566,0,-0.9659258262890683,-0.25881904510252063
1286,384,87.00080373736473,POS,Travel,TR,17,0.1745919314632508,0.0038651628399246,0,-0.9659258262890683,-0.25881904510252063
3477,282,122.41985082648074,Online,Electronics,FR,13,0.2458539319136451,0.1852440354568406,0,-0.2588190451025208,-0.9659258262890683
7000,992,74.8914246573711,POS,Grocery,UK,6,0.2457665910046143,0.0450982200104393,0,1.0,6.123233995736766e-17
4910,471,200.5075425044567,QR,Food,US,20,0.177455684889291,0.0125073109351289,0,-0.8660254037844386,0.5000000000000001
7867,362,97.60850769010432,POS,Clothing,FR,9,0.0015202916512892,0.2552094910356927,0,0.7071067811865476,-0.7071067811865475
2909,26,111.9967638862463,QR,Grocery,UK,11,0.0599936841825377,0.0256737876753616,0,0.258819045102521,-0.9659258262890682
3556,116,84.7203866242792,Online,Grocery,DE,6,0.1010236789296844,0.1993266304133687,0,1.0,6.123233995736766e-17
1062,438,104.45503833519383,POS,Electronics,DE,16,0.1883321280090404,0.1885833863772557,0,-0.8660254037844384,-0.5000000000000004
7850,966,96.87859312624346,QR,Travel,DE,6,0.2919247990599973,0.039062499832561,0,1.0,6.123233995736766e-17
3658,332,75.0700982162913,ATM,Grocery,DE,20,0.1022133050232909,0.2791777912296977,0,-0.8660254037844386,0.5000000000000001
5505,192,36.12910259338076,ATM,Food,US,7,0.0892649893292172,0.058524937678039,0,0.9659258262890683,-0.25881904510252063
8275,596,102.74316435780707,Online,Travel,US,23,0.0033562288631217,0.1146917790352362,0,-0.25881904510252157,0.9659258262890681
7595,666,90.70496524121664,POS,Electronics,US,7,0.2419137646815676,0.114458060041054,0,0.9659258262890683,-0.25881904510252063
9723,631,2830.4336256815195,POS,Clothing,US,4,0.9251573393310356,0.7427565816549759,1,0.8660254037844386,0.5000000000000001
5772,258,95.92530670202538,ATM,Travel,US,10,0.1604574221105487,0.1205271503507062,0,0.49999999999999994,-0.8660254037844387
5378,707,146.73350790502673,Online,Food,DE,6,0.2912353971097082,0.1949382380269708,0,1.0,6.123233995736766e-17
6053,258,65.08888838307519,POS,Electronics,FR,11,0.145435860378998,0.2927562038030786,0,0.258819045102521,-0.9659258262890682
7396,309,103.4943997934704,POS,Food,UK,13,0.2819132340093351,0.1661318151718537,0,-0.2588190451025208,-0.9659258262890683
20,733,133.63128804359764,POS,Clothing,US,16,0.1866851324860506,0.2734289398300148,0,-0.8660254037844384,-0.5000000000000004
170,590,58.468920972767755,QR,Clothing,FR,12,0.0379919707010953,0.0674814845407813,0,1.2246467991473532e-16,-1.0
641,605,82.70095845487546,POS,Travel,US,20,0.1573565255946134,0.1892699534873332,0,-0.8660254037844386,0.5000000000000001
3354,920,82.75751237967297,Online,Food,UK,23,0.293356678207243,0.2038087683637552,0,-0.25881904510252157,0.9659258262890681
1423,194,99.23809767499569,QR,Food,DE,22,0.1590644577502392,0.1389549414163541,0,-0.5000000000000004,0.8660254037844384
2254,824,190.5151305002081,QR,Travel,TR,18,0.2332580673786045,0.0604324484409517,0,-1.0,-1.8369701987210297e-16
1640,649,128.30934682105283,ATM,Food,DE,18,0.0202981572104171,0.23499699832519,0,-1.0,-1.8369701987210297e-16
7264,52,184.9006580751744,ATM,Food,DE,16,0.2839151467121248,0.1594095215527236,0,-0.8660254037844384,-0.5000000000000004
9223,554,116.58940158548047,POS,Food,DE,7,0.1900830096845877,0.137320131617093,0,0.9659258262890683,-0.25881904510252063
9507,706,2705.985689932241,QR,Electronics,FR,10,0.7666914162036504,0.803170603796962,1,0.49999999999999994,-0.8660254037844387
6208,457,91.64444360506614,ATM,Grocery,UK,11,0.0589537513750155,0.189254863115476,0,0.258819045102521,-0.9659258262890682
9248,355,95.6771289713498,POS,Food,US,15,0.0378444467406384,0.1888138537278521,0,-0.7071067811865471,-0.7071067811865479
1004,140,28.793879417103113,Online,Travel,TR,8,0.1389189828016998,0.144703084569777,0,0.8660254037844387,-0.49999999999999983
4876,773,80.66033310713371,ATM,Food,FR,13,0.2873580502143676,0.1709294329153685,0,-0.2588190451025208,-0.9659258262890683
1049,777,147.63798445970951,POS,Clothing,DE,12,0.127584397150147,0.2647858681293775,0,1.2246467991473532e-16,-1.0
7330,393,11.073236540272362,POS,Clothing,UK,16,0.1705884984838136,0.0844608027941872,0,-0.8660254037844384,-0.5000000000000004
5266,3,168.75272455823546,Online,Food,TR,11,0.0276605677963402,0.2042804550302055,0,0.258819045102521,-0.9659258262890682
6209,546,135.1096455824815,POS,Food,DE,6,0.1423762917384202,0.1641147554578631,0,1.0,6.123233995736766e-17
1515,193,124.65849171194183,ATM,Travel,TR,8,0.0256601463123173,0.1462111826629118,0,0.8660254037844387,-0.49999999999999983
4154,221,141.23351966597565,QR,Travel,TR,19,0.2892007545034128,0.1568061162827131,0,-0.9659258262890684,0.2588190451025203
1078,833,56.93184735252259,POS,Food,UK,16,0.1599881115441323,0.1584369323277391,0,-0.8660254037844384,-0.5000000000000004
4650,511,141.42515399100083,POS,Clothing,DE,21,0.0225637470632964,0.1134523060505798,0,-0.7071067811865477,0.7071067811865474
4181,730,170.6530421752021,ATM,Clothing,FR,12,0.1978830378107819,0.2126288078394296,0,1.2246467991473532e-16,-1.0
8490,752,186.90733791630697,POS,Clothing,US,8,0.0367258997117269,0.2071210141790947,0,0.8660254037844387,-0.49999999999999983
4305,481,88.35448962548779,POS,Travel,TR,17,0.0190876387623894,0.2648651820502199,0,-0.9659258262890683,-0.25881904510252063
2148,184,166.93889852105312,POS,Travel,UK,18,0.0249448058206589,0.1088704737971774,0,-1.0,-1.8369701987210297e-16
6610,49,120.97752209569563,POS,Travel,DE,15,0.2064157886206277,0.1143649604011028,0,-0.7071067811865471,-0.7071067811865479
4346,131,99.22645776164772,ATM,Travel,US,9,0.1953801578754673,0.0643875218947914,0,0.7071067811865476,-0.7071067811865475
2021,375,149.30419457388555,Online,Food,UK,16,0.1268871830659469,0.1378097044938023,0,-0.8660254037844384,-0.5000000000000004
6992,603,96.03369018118931,ATM,Travel,TR,19,0.2238354948951917,0.1751550914387842,0,-0.9659258262890684,0.2588190451025203
7122,951,126.7253774103356,QR,Food,US,11,0.1590983572873898,0.0212916552004161,0,0.258819045102521,-0.9659258262890682
8520,667,152.33241804208896,Online,Travel,TR,10,0.0563078342174803,0.1462687928473978,0,0.49999999999999994,-0.8660254037844387
7995,854,96.40617352071676,ATM,Travel,FR,6,0.0254030309377672,0.0525218348744812,0,1.0,6.123233995736766e-17
4436,966,202.57871609101105,Online,Food,DE,20,0.1411092321934243,0.1146009979216523,0,-0.8660254037844386,0.5000000000000001
5807,366,22.281096043819957,POS,Travel,FR,11,0.2986620431217556,0.0715588959341732,0,0.258819045102521,-0.9659258262890682
2714,92,147.02335038607148,Online,Grocery,TR,6,0.2006746390266324,0.107573205936064,0,1.0,6.123233995736766e-17
9984,63,2995.346497712466,ATM,Grocery,NG,11,0.8636356014519898,0.8870338381803063,1,0.258819045102521,-0.9659258262890682
7375,234,167.08601443600577,Online,Clothing,US,10,0.0832032216818413,0.1026452154049838,0,0.49999999999999994,-0.8660254037844387
251,809,141.2977077810032,Online,Food,UK,22,0.1077652446432062,0.0565758312170355,0,-0.5000000000000004,0.8660254037844384
9820,840,10.0,Online,Travel,DE,18,0.7457403542065856,0.9018426585743984,1,-1.0,-1.8369701987210297e-16
9929,735,2400.7327786589312,QR,Food,NG,15,0.9852015969886676,0.9825089941816368,1,-0.7071067811865471,-0.7071067811865479
3481,657,80.76879119679096,ATM,Electronics,UK,11,0.1506688914871463,0.2967642336591382,0,0.258819045102521,-0.9659258262890682
9701,64,1489.0513114868616,Online,Food,US,14,0.7855839744769192,0.700734362078897,1,-0.4999999999999998,-0.8660254037844388
3952,44,92.19931702883724,POS,Travel,UK,8,0.0339578782197464,0.2673053263270433,0,0.8660254037844387,-0.49999999999999983
7112,904,41.188537383125656,Online,Clothing,FR,7,0.2825878407582026,0.1333751036424036,0,0.9659258262890683,-0.25881904510252063
3741,708,103.14167864596703,POS,Electronics,DE,20,0.002402190350345,0.1944238232590211,0,-0.8660254037844386,0.5000000000000001
5296,433,151.13802783206123,QR,Food,TR,19,0.0497271578886644,0.1512970330417131,0,-0.9659258262890684,0.2588190451025203
9795,537,22.168429062989272,ATM,Clothing,US,4,0.9900607647149674,0.9207362300945698,1,0.8660254037844386,0.5000000000000001
1956,267,93.9240160899881,ATM,Grocery,US,6,0.0250992412686604,0.048334679138635,0,1.0,6.123233995736766e-17
8908,282,10.352471135790324,POS,Electronics,US,13,0.2484163258618082,0.0614479518767684,0,-0.2588190451025208,-0.9659258262890683
5878,69,167.47212528194126,Online,Food,FR,22,0.2778528033299613,0.1759721278119898,0,-0.5000000000000004,0.8660254037844384
6637,662,70.38097697563127,POS,Food,US,7,0.2100279570964294,0.2207941815365396,0,0.9659258262890683,-0.25881904510252063
2984,414,64.23687403424105,QR,Clothing,FR,10,0.0717344482486181,0.089098377701619,0,0.49999999999999994,-0.8660254037844387
5182,709,90.01681629067922,ATM,Food,TR,20,0.0353123512506904,0.1662214361657013,0,-0.8660254037844386,0.5000000000000001
6129,215,74.05664160234895,Online,Grocery,TR,18,0.170259495749982,0.1705658477191028,0,-1.0,-1.8369701987210297e-16
4067,593,102.35171820042515,ATM,Grocery,UK,19,0.0980763231592013,0.1352837659637552,0,-0.9659258262890684,0.2588190451025203
4006,66,177.80522187635415,ATM,Electronics,US,18,0.2228297712376049,0.2071961914933639,0,-1.0,-1.8369701987210297e-16
5227,311,27.767041415835408,POS,Travel,FR,10,0.1603283006945088,0.16129141890175,0,0.49999999999999994,-0.8660254037844387
4087,216,1.0,Online,Grocery,DE,7,0.236457095222062,0.019811562560646,0,0.9659258262890683,-0.25881904510252063
5935,791,88.52199134981399,Online,Clothing,TR,12,0.1117499459251283,0.2410369883876566,0,1.2246467991473532e-16,-1.0
1051,344,56.41126295153684,QR,Grocery,TR,9,0.2242612103605821,0.2287049109816349,0,0.7071067811865476,-0.7071067811865475
4121,547,137.58119805231786,POS,Travel,TR,19,0.2272238936627192,0.1448455172285468,0,-0.9659258262890684,0.2588190451025203
2322,667,111.50302021917,Online,Clothing,TR,22,0.2805138790657878,0.1660993436497409,0,-0.5000000000000004,0.8660254037844384
1278,206,3.5659282568578874,ATM,Clothing,FR,10,0.2235609153778892,0.238608515975417,0,0.49999999999999994,-0.8660254037844387
2009,35,125.41564780812617,QR,Food,US,17,0.1813931506553344,0.1020386326059438,0,-0.9659258262890683,-0.25881904510252063
2262,842,171.0309146387004,ATM,Grocery,DE,6,0.2050914560115155,0.1617991556699571,0,1.0,6.123233995736766e-17
239,784,65.40343388306795,Online,Electronics,FR,7,0.2373464316884155,0.0616181660164295,0,0.9659258262890683,-0.25881904510252063
3199,846,1.0,ATM,Electronics,US,21,0.0503177612816934,0.078092533014859,0,-0.7071067811865477,0.7071067811865474
5197,486,36.857737511581746,QR,Grocery,TR,13,0.1319638267405493,0.0534835288365567,0,-0.2588190451025208,-0.9659258262890683
2889,781,128.6988350415839,Online,Electronics,US,14,0.2881095385574039,0.0948720427628656,0,-0.4999999999999998,-0.8660254037844388
5434,690,64.04832020187536,ATM,Travel,TR,7,0.0621578959805861,0.096866809305325,0,0.9659258262890683,-0.25881904510252063
2581,508,19.30044364519499,Online,Electronics,DE,8,0.2171093799776257,0.1665712521987833,0,0.8660254037844387,-0.49999999999999983
8204,891,25.708338022640817,Online,Electronics,US,11,0.0987119729270098,0.0040567163834525,0,0.258819045102521,-0.9659258262890682
5352,473,176.67504204901547,Online,Food,US,15,0.0046139562996892,0.1206243447992925,0,-0.7071067811865471,-0.7071067811865479
5148,203,184.8395549370144,Online,Electronics,UK,15,0.1641499153822326,0.0558278629753751,0,-0.7071067811865471,-0.7071067811865479
2879,803,107.83294161575502,POS,Food,DE,12,0.1973556810437351,0.2511334904789206,0,1.2246467991473532e-16,-1.0
6626,973,158.6614545646749,POS,Clothing,DE,18,0.2795415809630053,0.2125055130014689,0,-1.0,-1.8369701987210297e-16
9728,572,10.0,ATM,Clothing,US,16,0.8494823441194108,0.7982471022568695,1,-0.8660254037844384,-0.5000000000000004
814,660,64.69356939069473,QR,Grocery,TR,11,0.1351664744573958,0.1261274377768512,0,0.258819045102521,-0.9659258262890682
8226,896,102.42695699113176,POS,Food,DE,15,0.0617943620703365,0.2694964754705525,0,-0.7071067811865471,-0.7071067811865479
8156,540,134.5592079188621,POS,Travel,UK,6,0.280376948810131,0.0436490830479741,0,1.0,6.123233995736766e-17
4812,139,109.53653633035574,POS,Food,FR,11,0.0272102965064632,0.2905077846413661,0,0.258819045102521,-0.9659258262890682
7788,627,148.32702074997067,POS,Electronics,UK,14,0.054303822150274,0.0321815787460224,0,-0.4999999999999998,-0.8660254037844388
7343,773,111.921992219417,QR,Clothing,US,8,0.1804850156522829,0.0389298260424963,0,0.8660254037844387,-0.49999999999999983
4026,507,91.0699835283223,QR,Electronics,UK,23,0.0899610621880722,0.1642438956353895,0,-0.25881904510252157,0.9659258262890681
316,117,101.61271145304784,ATM,Grocery,TR,23,0.1650491481063993,0.0232553733135172,0,-0.25881904510252157,0.9659258262890681
5012,241,92.99094031945714,POS,Clothing,US,17,0.2128861474376736,0.1860235807319641,0,-0.9659258262890683,-0.25881904510252063
8314,441,65.07234753086412,QR,Grocery,UK,12,0.0446471378353085,0.293939739086495,0,1.2246467991473532e-16,-1.0
1635,954,14.23573912735003,QR,Clothing,FR,22,0.1016802497560712,0.2438075993439364,0,-0.5000000000000004,0.8660254037844384
2906,20,105.90079820539528,POS,Food,FR,22,0.0108584559992276,0.160513923311363,0,-0.5000000000000004,0.8660254037844384
7826,127,77.82567804908726,Online,Electronics,UK,10,0.04381698059603,0.2375198380733238,0,0.49999999999999994,-0.8660254037844387
1848,510,110.93823683923854,QR,Travel,UK,17,0.0266136099378844,0.1034714963320437,0,-0.9659258262890683,-0.25881904510252063
6186,762,65.06515323705958,Online,Clothing,US,21,0.1714951477604676,0.0797536669133769,0,-0.7071067811865477,0.7071067811865474
4474,886,98.10501688907176,ATM,Electronics,TR,18,0.163919985239644,0.1681760329013755,0,-1.0,-1.8369701987210297e-16
560,570,162.85513903275972,POS,Clothing,FR,7,0.0086454383617664,0.2214786846114508,0,0.9659258262890683,-0.25881904510252063
4685,93,48.214866109344435,QR,Food,UK,19,0.252913072375418,0.0472855220424273,0,-0.9659258262890684,0.2588190451025203
9500,438,1927.7040511956247,POS,Grocery,NG,21,0.9961891088026268,0.799185119524477,1,-0.7071067811865477,0.7071067811865474
2985,338,102.77056279928831,Online,Clothing,UK,23,0.0463844063492959,0.1057910791744504,0,-0.25881904510252157,0.9659258262890681
4996,128,77.20586323139904,Online,Electronics,TR,17,0.0609355044620365,0.2078098279201615,0,-0.9659258262890683,-0.25881904510252063
4499,679,23.017029052355586,Online,Grocery,TR,12,0.0782756825817281,0.1890734088108968,0,1.2246467991473532e-16,-1.0
383,518,148.6952559996614,QR,Grocery,TR,10,0.010698780275738,0.0668646405963987,0,0.49999999999999994,-0.8660254037844387
7817,343,135.67987442786554,ATM,Travel,US,23,0.1373413314796936,0.1720813432074826,0,-0.25881904510252157,0.9659258262890681
9345,600,128.14054849750437,ATM,Travel,US,18,0.0051393263073573,0.1764152072317532,0,-1.0,-1.8369701987210297e-16
9211,601,86.77631079515447,Online,Clothing,TR,10,0.0972150395383573,0.0899958428933836,0,0.49999999999999994,-0.8660254037844387
1041,467,84.6221632409369,QR,Clothing,US,11,0.2545209664586506,0.1071545847266246,0,0.258819045102521,-0.9659258262890682
8650,76,51.183034037261486,QR,Electronics,FR,14,0.0831412453352322,0.1800691476555441,0,-0.4999999999999998,-0.8660254037844388
